Exon	Cov_min_total	Cov_max_total	std_median	mean_median	median_median	mad
PIGA_15324574	0	946	146.750692831861	358.760416666667	370.5	176.4294
PIGA_15324966	1	1250	176.459445934178	427.760416666667	447.5	223.50195
PIGA_15325860	0	1213	161.803749825048	396.3125	415.75	201.26295
PIGA_15331125	0	1243	202.092799368848	511.354166666667	535.5	263.9028
PIGA_15335411	0	1088	177.945085510802	442.3125	471	214.977
PIGT_45415866	1	1192	153.674791326885	610.625	630.5	167.90445
PIGT_45418795	0	607	69.3849427416015	262.96875	267.25	77.0952
PIGT_45419225	0	920	97.8399550494481	420.864583333333	425.25	85.62015
PIGT_45420059	0	981	123.350492385038	516.333333333333	515	114.9015
PIGT_45421293	2	742	107.261974649331	408.083333333333	404.75	105.2646
PIGT_45424125	0	1124	101.976981979873	410.40625	413.5	93.77445
PIGT_45425484	0	1110	151.401777489402	644.708333333333	671.75	141.95895
PINX1_10826299	3	912	98.6336710450837	401.125	414.25	85.2495
PKLR_155290271	3	879	131.655322728174	486.90625	485	136.76985
PKLR_155291665	4	882	110.577601337491	470.84375	490.5	95.6277
PKLR_155293087	0	1023	150.305557576218	606.625	617.5	152.33715
PKLR_155294145	4	1328	184.672768625023	745.854166666667	762	184.21305
PKLR_155295025	1	1201	164.167885858777	648.78125	669	156.04365
PKLR_155300007	2	723	113.211201532721	477.895833333333	499.25	101.5581
PKLR_155301205	0	1014	142.628551882352	565.479166666667	589	156.78495
PLA2G4A_186828746	1	656	86.6118731930801	326.854166666667	341.5	74.50065
PLA2G4A_186854064	1	1094	96.1440578180649	392.78125	403.25	68.9409
PLA2G4A_186870354	5	964	99.9829573243318	414.9375	438.25	74.50065
PLA2G4A_186892920	0	887	73.6623141424616	329.041666666667	332.25	59.67465
PLA2G4A_186894033	1	771	73.4749800614839	287.291666666667	285.25	70.05285
PLA2G4A_186906863	0	687	70.7531286116263	241.677083333333	233.25	68.57025
PLA2G4A_186911158	1	1036	110.932475787738	482.333333333333	510.5	91.9212
PLA2G4A_186932711	0	787	90.155411523382	349.291666666667	356.25	90.80925
PLA2G4A_186938917	0	1297	112.69384993005	427.395833333333	440	90.4386
PLA2G4A_186939916	4	996	103.716291093157	426.510416666667	445.5	79.3191
PLA2G4A_186946546	1	1360	133.097125240707	502.03125	513.25	133.434
PLA2G4A_186950571	0	1009	102.45271299396	388.010416666667	412.25	91.55055
PLA2G4A_186956011	2	1058	125.536407578278	533.4375	546.75	127.87425
PLA2G4A_186965318	0	845	90.881554803745	372.020833333333	392	77.46585
PLA2G4A_186977503	0	892	118.455788483951	458.197916666667	488	113.78955
PLA2G4A_186979225	1	1205	98.4706255476458	425.0625	432.75	80.0604
PLA2G4A_186988287	0	996	121.471429016769	494.854166666667	500.75	98.22225
PLAT_42175702	1	984	138.58625089153	557.25	558	145.2948
PLAT_42178806	0	1256	166.73692191689	692.28125	718.75	146.40675
PLAT_42179836	5	1292	163.626674839317	676.864583333333	703.5	172.35225
PLAT_42180190	1	1169	128.108200334357	531.541666666667	547	124.16775
PLAT_42181858	3	1208	143.341184017229	559.333333333333	572.75	137.1405
PLAT_42182628	0	908	96.9894519517129	371.59375	384.5	83.7669
PLAT_42185006	0	934	119.216278946208	433.260416666667	440	121.94385
PLAT_42187308	2	1244	142.760133348771	616.958333333333	634.25	128.61555
PLAT_42187840	1	1096	121.479485980903	507.395833333333	531.75	110.08305
PLAT_42188881	2	1387	148.77043895279	648.010416666667	674.75	134.54595
PLAT_42191273	7	1023	119.55969707966	438.260416666667	441.5	128.9862
PLAT_42193023	2	1319	155.445343693166	638.520833333333	669	132.32205
PLAT_42207404	2	710	109.4552922106	418.416666666667	430.75	94.8864
PLAU_73910929	0	1303	132.741975956557	390.1875	392.5	144.5535
PLAU_73911933	0	743	82.715587110676	343.5625	350.75	78.20715
PLAU_73912834	2	901	101.276519489083	411.697916666667	414	104.5233
PLAU_73913214	2	1163	115.661503246903	465.708333333333	471	121.5732
PLAU_73913890	5	1191	116.225248547046	507.239583333333	509	99.70485
PLAU_73914686	2	1200	127.487043911325	513.270833333333	515	132.6927
PLAU_73915160	2	1294	139.202210180546	584	614	127.13295
PLAU_73916299	0	1268	190.909733866372	790.010416666667	805	175.31745
PLEKHG3_64749016	0	1290	152.179169260243	628.604166666667	672.75	91.9212
PLEKHG3_64749890	0	1141	126.451123066672	554.833333333333	569.5	98.5929
PLG_160702015	2	1035	140.034112801942	527.770833333333	532	112.30695
PLG_160706353	0	906	97.7868886835257	413.21875	421.5	88.2147
PLG_160707633	1	886	88.508922397528	351.645833333333	355.5	86.7321
PLG_160711013	2	1007	95.5370823766487	385.96875	396.75	80.8017
PLG_160712935	4	838	80.9850090923934	345.864583333333	346.25	69.31155
PLG_160714733	2	909	100.693743863219	407.0625	418.75	73.75935
PLG_160716583	2	960	104.985117465212	442.052083333333	442.75	113.78955
PLG_160718204	3	984	111.819335174967	467.072916666667	485	105.2646
PLG_160718602	1	972	102.143079925151	413.6875	428.25	78.5778
PLG_160722344	3	1035	112.986100613029	431.635416666667	444.25	116.3841
PLG_160730983	2	1086	124.136170781431	507.65625	517	138.6231
PLG_160731655	1	1008	121.018472283636	470.052083333333	484.75	134.54595
PLG_160733920	1	431	45.8686791498333	183.145833333333	185.5	47.07255
PLG_160736827	1	932	111.272075266181	409.4375	418.5	103.0407
PLG_160738455	3	812	95.6746753650394	374.177083333333	387.75	84.87885
PLG_160738977	1	1082	108.408645398617	433.041666666667	442	102.2994
PLG_160741244	0	869	95.2004045226521	380.25	394.75	79.3191
PLG_160751994	1	1432	124.686613805308	522.09375	548.75	113.4189
PLG_160752810	1	1124	161.161343418913	650.427083333333	676.25	144.5535
PLIN1_89665243	0	973	122.384262883013	390.833333333333	407.75	106.7472
PLIN1_89666845	4	1120	128.718361378053	547.84375	548	136.3992
PLIN1_89667511	0	1002	111.119584487783	473.708333333333	475.5	93.03315
PLIN1_89669409	2	1145	144.071919835568	568.875	575.5	163.45665
PLIN1_89669889	3	1333	170.075197177706	643.541666666667	645.5	164.5686
PLIN1_89671403	1	578	68.5175470614583	259.125	258.75	68.1996
PLIN1_89673119	1	1352	160.456351359145	684.8125	708.75	167.16315
PLIN1_89677354	3	1417	170.008082828289	689.583333333333	704.25	183.47175
PLIN1_89679160	3	908	119.920568790967	496.5625	506.75	124.5384
PLTP_45899372	1	1440	94.7758781956989	378.71875	388.75	93.4038
PLTP_45902179	4	1253	157.892146269925	666.53125	667.75	162.71535
PLTP_45904700	2	1131	140.185486530758	588.885416666667	600.25	137.51115
PLTP_45906193	2	969	114.080357705367	449.041666666667	441	98.5929
PLTP_45907602	3	1324	166.128826888132	654.260416666667	665.75	163.8273
PLTP_45909426	2	1141	141.272295908689	530.427083333333	527.75	137.51115
PLTP_45909886	8	1352	163.122484763631	643.208333333333	658.75	146.40675
PLTP_45911081	2	1305	148.784126546002	589.583333333333	600	137.8818
PLTP_45911989	0	910	101.929952981036	426.447916666667	445	86.36145
PNPLA2_818668	0	1187	154.104922104532	635.864583333333	646.25	153.07845
PNPLA2_819428	0	1273	211.344316464745	469.989583333333	439.75	248.70615
PNPLA2_821538	0	1123	124.713755589884	488.145833333333	496.5	134.9166
PNPLA2_822306	1	1268	174.563071574279	702.75	711.25	170.12835
PNPLA2_823437	4	871	87.7919085988312	349.96875	362.75	97.8516
PNPLA2_824223	2	1182	135.763515973562	601.041666666667	626.5	106.7472
PNPLA5_43880505	3	1547	154.366426672093	639.03125	636.5	154.1904
PNPLA5_43881495	2	1094	126.348723338166	506.572916666667	512.5	116.01345
PNPLA5_43884159	1	1027	111.515270636386	440.4375	447.75	111.56565
PNPLA5_43886213	1	864	98.5139853987693	402.125	409.5	108.9711
PNPLA5_43887501	0	696	76.0985940122306	292.4375	290.75	61.89855
PNPLA5_43889239	1	1007	134.134254487623	510.041666666667	514	126.7623
PNPLA5_43889711	3	1013	105.364259672396	421.520833333333	424	104.89395
PNPLA5_43890971	2	1192	177.115315843614	701.125	731.75	169.38705
PNPLA5_43891597	3	1427	189.044686825685	758.75	805.5	141.21765
PON1_95298654	1	1234	161.267749792781	679.260416666667	705	167.5338
PON1_95302149	1	813	86.3969165777861	329.15625	339.25	80.43105
PON1_95306204	4	758	66.1484334525539	311.791666666667	315	55.22685
PON1_95307920	2	901	105.063582045175	422.322916666667	436	91.9212
PON1_95311393	2	929	100.236408830035	393.302083333333	411.25	78.20715
PON1_95315232	1	698	67.8227108124584	287.177083333333	298	64.4931
PON1_95316640	2	1107	123.011985069524	479.15625	496	116.75475
PON1_95318237	1	572	53.542212376831	233.385416666667	237.75	43.36605
PON1_95324311	1	1037	104.575939949455	433.520833333333	446	96.369
PON2_95405039	0	1195	129.892358600093	543.833333333333	564.25	105.2646
PON2_95406063	0	653	72.4275125213856	277.072916666667	289.5	67.08765
PON2_95406907	0	755	73.9102740665237	289.989583333333	280.5	47.07255
PON2_95409810	1	788	89.5768365201487	359.28125	383.25	65.60505
PON2_95411596	2	852	94.4730761816664	361.947916666667	366.75	89.32665
PON2_95412222	2	926	99.9662969579361	402.489583333333	423.5	87.84405
PON2_95416149	2	757	71.5967826845602	288.916666666667	298.75	67.82895
PON2_95424429	0	708	77.3564495000599	287.28125	309.25	62.63985
PON2_95434787	1	1238	175.509005194193	527.4375	525.75	217.2009
PPARA_46150362	0	179	17.1411407343198	22.6458333333333	20	16.3086
PPARA_46151680	0	811	112.889041660164	457.895833333333	481.75	97.1103
PPARA_46198197	0	1249	115.0099898336	415.427083333333	429.5	117.1254
PPARA_46215083	3	1320	174.536893567842	687.854166666667	711.75	200.52165
PPARA_46218211	3	1071	123.701709898913	479.6875	494.75	111.56565
PPARA_46219722	2	1264	187.67651620286	705.8125	715.5	198.29775
PPARA_46231701	2	1422	187.651072708505	767.270833333333	792.5	171.2403
PPARA_46235043	2	1201	180.06436866216	749.4375	764.5	184.21305
PPARG_12351302	0	1123	154.654642348113	628.489583333333	657.75	139.3644
PPARG_12379614	2	1313	187.975732174461	756.333333333333	782	169.7577
PPARG_12381232	2	1017	112.173185168046	468.46875	482.75	103.0407
PPARG_12392562	1	975	96.8239604736788	372.90625	383.5	101.18745
PPARG_12405792	0	1109	132.348608396551	538.177083333333	528.25	137.51115
PPARG_12416613	1	1389	175.576325566093	720.166666666667	743.5	168.64575
PPARG_12433808	1	1226	134.04940968758	569.354166666667	586.75	109.34175
PPP1R17_31687016	2	1109	131.514833706807	553.614583333333	567	131.9514
PPP1R17_31692152	3	1029	125.30368783239	535.666666666667	547.75	114.53085
PPP1R17_31695379	4	1015	91.7440646813478	394.125	412.25	84.87885
PPP1R17_31696875	1	1221	119.717723555593	525.666666666667	547.25	116.01345
PPP1R17_31707114	2	1062	150.017489745729	600.552083333333	617	128.2449
PRKACG_69012677	0	1198	164.756132915692	677.208333333333	689.5	161.23275
PRKAR1B_726430	0	1234	157.281205325871	334.010416666667	325.75	178.6533
PROC_127418203	4	793	100.249579949952	402.270833333333	407.75	88.956
PROC_127419653	0	1105	136.977852884512	567.6875	573	118.97865
PROC_127421193	2	1007	108.844087855027	419.166666666667	427	113.4189
PROC_127422827	1	1193	92.372827448804	386.510416666667	405.75	64.12245
PROC_127425995	2	1157	125.53424088218	511.822916666667	517.5	111.56565
PROC_127427043	0	630	65.89312416373	279.854166666667	280.5	54.8562
PROC_127428267	2	1278	163.080656183066	666.947916666667	670	169.38705
PROS1_93873954	0	1003	148.338866166037	551.03125	553.75	126.021
PROS1_93876875	0	1167	132.677258322165	504.645833333333	521.25	102.67005
PROS1_93879073	0	1333	126.043045388392	552.458333333333	582.25	103.782
PROS1_93884637	0	1091	112.845497349975	441.239583333333	449.5	93.77445
PROS1_93886245	1	1210	112.424819244994	448.979166666667	452.5	98.96355
PROS1_93892843	2	1098	135.622165950714	548.104166666667	570.5	92.6625
PROS1_93896513	0	1148	126.357220462942	481.291666666667	511.75	95.6277
PROS1_93898387	3	861	91.2105909265099	362.145833333333	370.5	74.8713
PROS1_93900745	1	931	98.2332673929511	408.208333333333	426.75	95.99835
PROS1_93905729	0	910	68.9666822311957	268.78125	273.25	56.70945
PROS1_93910541	4	1309	125.564618441085	514.875	539.25	88.2147
PROS1_93924131	0	590	74.9054301819613	202.96875	186.25	48.1845
PROS1_93927160	1	1326	149.612202240984	601.614583333333	625.75	137.8818
PROS1_93973583	0	1093	110.011991105773	322.572916666667	324.5	125.2797
PURG_31033684	0	931	94.3927112214581	368.822916666667	380.5	102.2994
PUS1_131929432	0	1303	143.589853747717	422.333333333333	436.25	163.086
PUS1_131932123	3	886	103.844652094448	400.28125	420.75	100.0755
PUS1_131939104	3	1244	151.883379799757	611.135416666667	634	151.59585
PUS1_131941201	0	1177	171.370165429373	693.145833333333	700	186.0663
PUS1_131943448	3	1368	164.760227340514	705.59375	723.25	146.40675
PYGM_64746368	2	1386	161.816319562014	658	676.75	153.81975
PYGM_64747170	2	529	59.1482990169265	242.25	245	54.1149
PYGM_64750286	1	1091	117.822587491648	468.114583333333	484.5	114.1602
PYGM_64751235	0	1051	98.6687249701446	398.5625	406.25	103.0407
PYGM_64751833	3	925	107.843747270552	443.635416666667	450.5	117.49605
PYGM_64752333	1	1120	123.177932604317	480.322916666667	485	120.0906
PYGM_64753009	0	778	79.7998764363412	315.21875	316	80.0604
PYGM_64753429	1	810	118.29303828967	436.541666666667	446.5	112.30695
PYGM_64753789	1	1011	98.607321290342	400.729166666667	410.75	97.48095
PYGM_64754179	1	623	66.0771757235109	237.65625	227.25	49.29645
PYGM_64754603	1	1089	123.235524789062	499.989583333333	517.75	123.42645
PYGM_64755183	0	995	142.163441285446	586.635416666667	604.5	122.3145
PYGM_64757723	2	855	104.640582399608	393.614583333333	399.75	107.11785
PYGM_64758155	3	1077	177.625317863472	684.791666666667	693	179.3946
PYGM_64759565	2	1313	164.914457395277	680.15625	702.75	149.0013
R3HDM2_57398708	4	1069	132.45813226857	485.135416666667	510	114.1602
RAB27A_55205217	2	1160	159.277752628135	675.958333333333	696	137.1405
RAB27A_55223830	4	1124	110.934892712344	477.135416666667	505.75	84.87885
RAB27A_55228540	4	1272	123.827758273223	501.322916666667	526.5	87.4734
RAB27A_55230322	4	1265	140.185627633632	562.895833333333	590	124.5384
RAB27A_55234691	1	1024	121.807654151655	508.958333333333	510	75.6126
RAB27A_55270074	0	889	122.896730111761	501.572916666667	508	109.34175
RAB27A_55289626	1	1412	149.497301485999	438.40625	413.75	176.80005
RAC2_37225749	1	756	107.267197512725	434.09375	458.75	106.7472
RAC2_37226383	2	1239	171.669942150979	702.989583333333	735.75	166.0512
RAC2_37231141	2	1010	111.770439766844	436.916666666667	426	105.2646
RAC2_37231843	4	1029	117.520497683964	465.083333333333	466.25	118.608
RAC2_37232739	1	815	89.1313652198677	353.6875	355.75	98.5929
RAC2_37241501	0	782	86.9581850834882	315.947916666667	301.25	81.543
RAC2_37244023	0	1249	153.640628803546	588.0625	600.75	160.8621
RAD51C_58692353	0	1057	152.861210038958	561.59375	616.5	104.89395
RAD51C_58694841	0	800	95.2461903102535	398.40625	406.5	80.43105
RAD51C_58696602	1	1198	126.535122794155	529.78125	528.75	115.6428
RAD51C_58703141	0	529	53.1262035741843	206.739583333333	211.5	53.74425
RAD51C_58709804	0	772	82.2486924328581	301.40625	314.25	76.72455
RAD51C_58720658	0	544	54.3708535551177	201.791666666667	205.5	42.2541
RAD51C_58723949	1	798	79.1602024703187	321.135416666667	321	63.0105
RAD51C_58732394	0	751	71.5385596317426	289.604166666667	301.25	60.0453
RAD51C_58734018	2	1079	143.617960866706	547.65625	559.75	125.65035
RASA1_87268161	3	1172	123.271407805174	513.229166666667	511.5	106.37655
RASA1_87331258	0	1116	108.735808053346	429.197916666667	455.75	82.2843
RASA1_87332454	0	652	72.5374742658741	261.53125	266.25	71.9061
RASA1_87333182	2	838	93.6634896359309	330.708333333333	328.75	95.6277
RASA1_87337911	0	634	66.897176842551	229.208333333333	221.25	58.93335
RASA1_87341185	0	777	98.5537927554762	236.71875	205.75	74.13
RASA1_87346577	1	839	87.1645997086884	265.802083333333	244.5	81.543
RASA1_87349124	2	1119	130.649521350359	449.270833333333	459.75	128.9862
RASA1_87353076	1	913	103.657627852738	382.229166666667	390.25	111.9363
RASA1_87362490	1	1220	126.713362170224	437.520833333333	454	121.94385
RASA1_87363257	0	1124	127.706193652317	436.729166666667	439.5	114.53085
RASA1_87369735	1	1068	116.770528268751	423.989583333333	431.25	111.195
RASA1_87372035	0	988	119.961381474259	435.78125	464.25	93.03315
RASA1_87374083	0	1018	88.3883852603733	320.5625	333	101.5581
RASA1_87374758	1	486	55.1193971196147	182.71875	172.25	40.0302
RASA1_87376303	3	1057	114.498581164364	467.270833333333	478	108.2298
RASA1_87376791	1	1074	97.8851995989788	437.84375	457.25	73.3887
RASA1_87378305	0	943	87.8718788223284	347.78125	357	76.72455
RASA1_87379671	2	1200	127.044206422955	495.90625	503.75	106.0059
RASA1_87380431	0	875	90.5189523815219	379.239583333333	394.75	74.8713
RASA1_87383625	1	1001	125.100204074163	407.135416666667	415.75	128.61555
RASA1_87385225	2	1096	116.641088413156	460.510416666667	478	90.06795
RASA1_87386743	1	1146	108.871188690812	438.854166666667	452.75	95.25705
RASA1_87389339	2	1094	114.417155448791	471.791666666667	508.75	77.46585
RASA1_87390709	1	1086	131.499346059912	552.166666666667	574	113.78955
RASGRP2_64726842	1	1007	108.278002782305	401.041666666667	400.5	129.7275
RASGRP2_64728773	2	1177	132.479393804476	545.447916666667	566.5	125.65035
RASGRP2_64729660	2	725	86.2693028816209	338.71875	333.25	79.3191
RASGRP2_64729962	3	942	115.438661908048	448.270833333333	470	115.6428
RASGRP2_64735048	1	914	103.220276211117	384.760416666667	383	101.5581
RASGRP2_64735482	0	599	66.1014685502792	241.427083333333	245	60.0453
RASGRP2_64735820	0	963	102.091804721594	412.447916666667	421.75	106.37655
RASGRP2_64736662	3	1196	146.917222315037	620	641.25	130.09815
RASGRP2_64739298	5	944	109.657922327017	434.041666666667	438.5	73.75935
RASGRP2_64739546	3	1046	127.708506588801	537.489583333333	550.5	124.90905
RASGRP2_64739922	5	1040	107.77437153412	433.1875	437.75	84.87885
RASGRP2_64740892	1	724	75.577275252383	297.71875	298.5	74.50065
RASGRP2_64741350	0	930	111.139655113869	413.15625	423.25	123.42645
RASGRP2_64741940	1	842	95.5353285578669	396.21875	403.25	84.87885
RASGRP2_64742704	0	1407	185.260172323865	732.34375	744.5	175.6881
RASGRP2_64745184	0	588	77.4993822899199	287.375	293.25	81.543
RBM8A_145925591	1	1050	120.5803338462	492.572916666667	502.5	114.53085
RBM8A_145926429	1	632	56.6156907241289	246.4375	241.75	48.55515
RBM8A_145926727	0	822	89.5607626605163	367.447916666667	370	93.03315
RBM8A_145927269	0	1096	148.002384013768	533.416666666667	556.75	143.0709
RECQL4_144513838	1	1504	161.482073294739	680.947916666667	694.25	164.93925
RECQL4_144514846	0	1260	155.986053659198	647	660.25	163.45665
RECQL4_144515674	2	1195	154.680004564445	656.270833333333	661.5	149.0013
RECQL4_144516960	1	1308	142.36187625926	598.854166666667	621	138.25245
RECQL4_144517324	0	1316	194.312808743644	403.645833333333	447.5	257.9724
REN_204154726	1	1032	145.398309617809	597.291666666667	601.75	143.44155
REN_204155748	1	643	72.1630344851108	301.916666666667	302.5	66.34635
REN_204156088	0	835	93.3499454884417	387.020833333333	391	86.7321
REN_204156616	2	899	96.1507916454282	387.4375	388.25	99.3342
REN_204157244	3	659	68.8970059514781	295.479166666667	305	59.67465
REN_204159309	2	891	99.1415675743494	380.364583333333	378.75	95.6277
REN_204160499	2	786	86.762391939952	338.760416666667	340.5	83.7669
REN_204161233	0	670	82.4148113528093	288.71875	287.25	93.77445
REN_204161923	2	1190	141.424684865697	553.125	554.5	134.9166
REN_204166105	1	1134	128.969005275719	505.03125	505	128.9862
res_125478610	2	1037	105.049329323476	414.739583333333	424.25	85.2495
res_136207660	4	940	95.3633303885798	367.177083333333	363.25	86.36145
res_16127057	1	756	82.2151911458086	332.135416666667	339.75	80.43105
res_18415670	1	996	97.2204661484431	388.927083333333	386.75	81.17235
res_19551291	5	1097	118.576575024343	463.739583333333	476.5	104.5233
res_19986591	2	830	81.0300534989053	314.135416666667	326	68.1996
res_20985219	1	1224	126.343698114277	498.9375	494.75	133.06335
res_226234344	1	1004	102.383378886239	415.989583333333	440.75	99.70485
res_33984979	6	1516	148.787385417572	697.510416666667	702.5	128.9862
res_33985515	4	1355	127.747860872293	628.625	631.75	118.97865
res_44911075	0	1033	110.779955184793	420.59375	425.75	110.08305
res_45916289	6	763	77.8425739043663	351.458333333333	361.25	77.0952
res_46008567	3	989	119.142853346502	399.541666666667	391.75	129.35685
res_6124971	2	978	109.333582837081	406.552083333333	409.5	100.44615
res_93079765	3	1122	128.874171943601	517.21875	518.5	114.1602
RHAG_49605522	2	1182	148.226599803087	586.197916666667	621.5	106.0059
RHAG_49606764	1	685	66.1226018146948	286.90625	300.5	61.15725
RHAG_49607064	3	1253	139.49319202229	556.270833333333	580.25	139.3644
RHAG_49610964	4	1046	108.11965560932	419.791666666667	433	93.4038
RHAG_49612344	3	1050	112.93156731524	461.59375	470	123.42645
RHAG_49614596	0	1170	133.519619975641	548.395833333333	565.75	119.71995
RHAG_49615534	1	1297	136.095196396748	573.291666666667	578.75	117.8667
RHAG_49617978	2	1189	103.289864455767	427.291666666667	428	91.9212
RHAG_49619088	1	1234	135.041856772905	553.010416666667	543.25	127.5036
RHAG_49636565	2	1346	155.225630432236	656.09375	674.25	163.8273
RNF25_218671926	2	657	103.085223900057	399.770833333333	417.25	93.77445
RPAIN_5432725	2	985	102.312750062515	437.010416666667	438.5	94.8864
RPL11_23691534	0	1106	147.336872996896	535.010416666667	565	118.608
RPL11_23692488	3	1240	137.809850350849	552.34375	581	150.85455
RPL11_23693739	0	580	63.9021988975041	257.84375	259	60.41595
RPL11_23694605	0	660	71.8738552175253	282	294.5	67.08765
RPL11_23695733	2	663	72.6061333387494	288.84375	292.5	81.543
RPL11_23696253	0	1069	142.896541394651	583.8125	619.5	134.9166
RPL27_42998161	2	1179	162.571684952291	649.354166666667	680.5	167.16315
RPL27_42999803	0	1139	126.424177652202	519.791666666667	547.25	97.1103
RPL27_43002513	1	1310	123.143910777289	530.364583333333	548	110.82435
RPL31_101002025	5	888	147.609119016557	554.010416666667	595	116.3841
RPL31_101002635	5	1089	119.530308628611	470.625	482.5	103.782
RPL31_101004121	0	993	107.775969373827	438.5	445.75	91.55055
RPL31_101005895	2	970	93.02075416157	390.28125	406	80.43105
RPL31_101006209	0	875	102.573602703772	439.333333333333	445	73.3887
RPL5_92831824	1	939	139.742664567883	525.34375	562	114.1602
RPL5_92833248	1	1008	118.15743344375	485.041666666667	509	88.58535
RPL5_92834726	1	889	92.7884710220506	408.791666666667	423.25	80.0604
RPL5_92836099	0	1068	129.551301741053	535.697916666667	546.25	111.56565
RPL5_92837345	1	1110	124.181260149591	517.8125	526.5	107.85915
RPL5_92840474	3	978	93.9506623199358	413.166666666667	423.25	89.32665
RPL5_92841646	0	991	126.970676725876	469.770833333333	488.5	141.95895
RPS10-NUDT3_34417166	3	1160	132.887643844433	549.041666666667	573.5	124.5384
RPS10-NUDT3_34418276	3	1179	122.435565265343	478.854166666667	500.25	112.30695
RPS10-NUDT3_34421648	0	907	103.018442691464	423.84375	431.25	106.37655
RPS10-NUDT3_34424548	3	1140	130.089371472213	548.260416666667	563.75	120.46125
RPS10-NUDT3_34424962	0	869	99.9775767191384	436.510416666667	456	91.9212
RPS10-NUDT3_34425942	2	974	166.946494366857	596.46875	637.75	138.99375
RPS19_41859999	3	945	119.538748113454	445.15625	480.5	80.0604
RPS19_41860689	1	1043	119.979401305343	484.416666666667	486.75	111.9363
RPS19_41861041	1	1046	114.042124989686	460.760416666667	483.25	110.4537
RPS19_41868891	1	1004	155.408042180796	587.25	607	155.30235
RPS19_41869605	0	761	89.2239964502442	332.1875	343	92.6625
RPS19_41871191	2	991	107.067983970416	427.25	446.25	80.43105
RPS24_78033611	1	1374	150.386204578353	566.260416666667	575	156.4143
RPS24_78035251	1	987	140.948067431824	589.9375	615.5	134.9166
RPS24_78037128	3	1289	126.739887181027	487.78125	508	113.04825
RPS24_78040113	0	1022	109.712274813171	446.4375	449.5	91.55055
RPS24_78040525	0	944	123.368986394791	508.114583333333	525	128.2449
RPS26_56041876	4	1215	138.426720699243	538.395833333333	540.75	177.1707
RPS26_56042264	0	920	103.468671381471	409	425.75	113.04825
RPS26_56043370	0	1129	127.347384237616	505.177083333333	518.75	144.92415
RPS26_56043958	0	696	104.290304639712	397.395833333333	408.25	114.9015
RPS28_8321863	1	1026	130.307477006616	518.8125	541.25	113.04825
RPS29_49583446	1	1087	125.426661467628	412.40625	377.25	81.17235
RPS29_49585879	2	691	90.3703367345991	354.072916666667	367.75	88.2147
RPS29_49586155	3	1152	178.96645749358	683.166666666667	723.5	160.1208
RPS7_3575021	0	1256	135.62490276821	552.802083333333	574	104.89395
RPS7_3576357	1	1140	124.739259529259	504.572916666667	520	99.70485
RPS7_3577622	5	1497	145.779005711404	586.135416666667	602.25	151.59585
RPS7_3580020	2	1343	131.400185940691	534.541666666667	550	101.5581
RPS7_3580674	3	1191	151.223884094304	606.916666666667	607.25	137.1405
RSPH1_42472653	0	699	82.6864752634272	339.75	332	62.63985
RSPH1_42475807	2	1191	139.347863337921	588.802083333333	601.5	129.35685
RSPH1_42477201	0	907	97.381932058721	399.0625	407	111.9363
RSPH1_42482551	3	1149	121.915736054437	505.072916666667	523	116.3841
RSPH1_42485615	1	809	88.5153244084991	364.322916666667	366.75	85.9908
RSPH1_42486295	1	977	101.823415125932	439.864583333333	448.5	105.63525
RSPH1_42492689	0	1059	88.7543519810008	381.489583333333	388.75	80.43105
RSPH1_42496043	1	1046	138.895044308043	546.916666666667	584	109.7124
RSPH4A_116616333	0	1361	152.901494140708	647.010416666667	669	145.66545
RSPH4A_116622678	0	1532	192.811746452428	726.635416666667	729.5	163.8273
RSPH4A_116627539	0	1276	181.720346862019	734.135416666667	742	189.40215
RSPH4A_116629513	0	940	80.7266423192606	310.833333333333	312.75	65.2344
RSPH4A_116630373	3	893	85.3105689452301	357.479166666667	368	63.7518
RSPH4A_116632116	1	1137	141.928988072	569.302083333333	573.75	111.9363
RSPH9_43644809	2	1309	152.701070792829	603	624.5	153.07845
RSPH9_43650285	2	899	115.876091175901	456.614583333333	460	119.71995
RSPH9_43655506	1	650	69.9420701277769	295.895833333333	303.25	70.05285
RSPH9_43656486	5	1202	136.355501154282	537.333333333333	542.75	160.1208
RSPH9_43670698	1	1191	149.718666431458	616.791666666667	646.25	125.2797
RUNX1_34791845	0	1271	165.573348027778	574.34375	602	175.31745
RUNX1_34799211	0	992	99.1362497305516	451.5625	453.5	88.956
RUNX1_34834319	0	763	105.071657412879	370	381.25	118.97865
RUNX1_34859405	0	1124	131.461708266127	482.260416666667	481.75	120.46125
RUNX1_34880467	1	1293	145.850835829133	564.458333333333	594.25	133.06335
RUNX1_34886713	1	1141	149.242340347779	613.145833333333	652	120.0906
RUNX1_34892823	0	954	106.057641894657	372.75	360	82.2843
RUNX1_35048751	1	1208	125.817849312702	493.666666666667	511.25	124.5384
SAR1B_134606650	0	1050	117.473004575851	458.614583333333	455	103.782
SAR1B_134608316	2	800	77.7645956460452	301.947916666667	309.25	67.4583
SAR1B_134609502	2	1347	138.09015156812	576.09375	585.25	124.16775
SAR1B_134612609	0	799	105.220963359585	280.53125	282.5	118.97865
SAR1B_134620871	0	935	87.0922693843996	369.354166666667	376.5	78.20715
SAR1B_134623801	1	1199	127.082090448521	517.1875	530.5	110.82435
SAR1B_134632637	1	800	117.671807393781	430.625	456.25	98.96355
